campaign,age,age_youngest_child,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
3.000,44.0,16.0,Catburg,44.0,F,0.000,0.000,0.000,57.0,51879.0,M,6.0,39.0,48.0,2.0,3.0,0.0,0.0,4.0,37.0,0.0
2.000,44.0,16.0,Catburg,44.0,F,0.000,0.000,0.000,57.0,51879.0,M,6.0,39.0,48.0,2.0,3.0,0.0,0.0,4.0,37.0,0.0
2.000,37.0,10.0,Ravensville,37.0,M,0.000,0.000,0.000,59.0,51861.0,U,2.0,7.0,12.0,2.0,1.0,0.0,0.0,10.0,29.0,0.0
2.000,52.0,18.0,Foxton,52.0,F,0.000,0.000,0.000,54.0,51866.0,M,3.0,19.0,24.0,2.0,0.0,6.0,3.0,9.0,36.0,12.04
2.000,44.0,18.0,Queensbury,44.0,M,0.000,0.000,0.000,63.0,51919.0,U,6.0,14.0,24.0,1.0,0.0,2.0,1.0,11.0,25.0,7.872
3.000,44.0,18.0,Queensbury,44.0,M,0.000,0.000,0.000,63.0,51919.0,U,6.0,14.0,24.0,1.0,0.0,2.0,1.0,11.0,25.0,7.872
2.000,49.0,20.0,Queensbury,49.0,M,0.000,0.000,0.000,58.0,51923.0,U,6.0,29.0,36.0,2.0,1.0,0.0,0.0,13.0,27.0,0.0
3.000,42.0,12.0,Queensbury,42.0,F,0.000,0.000,0.000,61.0,51932.0,S,4.0,-2.0,0.0,1.0,1.0,0.0,0.0,10.0,27.0,0.0
2.000,21.0,0.0,Kingsville,21.0,F,0.000,0.000,0.000,61.0,51894.0,S,7.0,9.0,12.0,1.0,0.0,0.0,0.0,1.0,36.0,0.0
3.000,21.0,0.0,Kingsville,21.0,F,0.000,0.000,0.000,61.0,51894.0,S,7.0,9.0,12.0,1.0,0.0,0.0,0.0,1.0,36.0,0.0
2.000,29.0,1.0,Ravensville,29.0,F,0.000,0.000,0.000,48.0,51919.0,M,4.0,-2.0,0.0,3.0,4.0,0.0,0.0,9.0,41.0,0.0
2.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,58.0,51855.0,S,5.0,35.0,48.0,1.0,1.0,0.0,0.0,10.0,30.0,0.0
2.000,29.0,0.0,Kingsville,29.0,M,0.000,0.000,0.000,59.0,51882.0,S,5.0,7.0,12.0,1.0,0.0,4.0,2.0,9.0,31.0,10.333
3.000,33.0,6.0,Ravensville,33.0,F,0.000,0.000,0.000,45.0,51872.0,S,3.0,28.0,36.0,4.0,0.0,2.0,1.0,13.0,41.0,8.419
2.000,33.0,6.0,Ravensville,33.0,F,0.000,0.000,0.000,45.0,51872.0,S,3.0,28.0,36.0,4.0,0.0,2.0,1.0,13.0,41.0,8.419
2.000,41.0,10.0,Kingsville,41.0,M,0.000,0.000,0.000,30.0,51955.0,S,4.0,11.0,12.0,6.0,0.0,0.0,0.0,12.0,57.0,0.0
4.000,50.0,20.0,Ravensville,50.0,M,0.000,0.000,0.000,49.0,52005.0,S,1.0,22.0,24.0,3.0,0.0,1.0,23.0,17.0,33.0,30.145
2.000,34.0,7.0,Princeton,34.0,M,0.000,0.000,0.000,60.0,51984.0,U,6.0,-2.0,0.0,1.0,2.0,2.0,0.0,7.0,31.0,0.0
2.000,25.0,0.0,Princeton,25.0,F,0.000,0.000,0.000,55.0,51957.0,S,5.0,18.0,24.0,2.0,1.0,5.0,2.0,15.0,29.0,12.411
3.000,32.0,3.0,Princeton,32.0,M,0.000,0.000,0.000,60.0,52043.0,S,3.0,30.0,36.0,1.0,0.0,0.0,0.0,12.0,26.0,0.0
3.000,34.0,1.0,Princeton,34.0,F,0.000,0.000,0.000,48.0,51999.0,S,6.0,23.0,36.0,3.0,0.0,2.0,1.0,12.0,38.0,8.116
2.000,34.0,1.0,Princeton,34.0,F,0.000,0.000,0.000,48.0,51999.0,S,6.0,23.0,36.0,3.0,0.0,2.0,1.0,12.0,38.0,8.116
2.000,28.0,0.0,Foxton,28.0,F,0.000,0.000,0.000,60.0,52018.0,S,4.0,13.0,24.0,1.0,1.0,0.0,0.0,11.0,28.0,0.0
3.000,40.0,14.0,Foxton,40.0,M,0.000,0.000,0.000,51.0,51991.0,M,2.0,29.0,36.0,3.0,1.0,3.0,2.0,13.0,34.0,9.765
4.000,40.0,14.0,Foxton,40.0,M,0.000,0.000,0.000,51.0,51991.0,M,2.0,29.0,36.0,3.0,1.0,3.0,2.0,13.0,34.0,9.765
3.000,44.0,14.0,Foxton,44.0,M,0.000,0.000,0.000,47.0,52013.0,U,3.0,16.0,24.0,3.0,0.0,0.0,0.0,12.0,40.0,0.0
2.000,37.0,6.0,Princeton,37.0,M,0.000,0.000,0.000,68.0,51976.0,S,3.0,39.0,48.0,0.0,0.0,1.0,1.0,7.0,24.0,8.546
1.000,22.0,0.0,Ravensville,22.0,F,0.000,0.000,0.000,51.0,52036.0,S,2.0,21.0,24.0,3.0,0.0,2.0,2.0,10.0,38.0,8.6
3.000,45.0,14.0,Kingsville,45.0,M,0.000,0.000,1.000,54.0,52029.0,M,7.0,10.0,12.0,2.0,1.0,5.0,27.0,13.0,32.0,33.87
2.000,36.0,8.0,Kingsville,36.0,F,0.000,0.000,0.000,68.0,51956.0,U,7.0,30.0,36.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0
3.000,36.0,8.0,Kingsville,36.0,F,0.000,0.000,0.000,68.0,51956.0,U,7.0,30.0,36.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0
2.000,39.0,6.0,Ravensville,39.0,M,0.000,0.000,0.000,55.0,51991.0,S,4.0,10.0,12.0,2.0,0.0,4.0,3.0,11.0,33.0,10.531
3.000,39.0,6.0,Ravensville,39.0,M,0.000,0.000,0.000,55.0,51991.0,S,4.0,10.0,12.0,2.0,0.0,4.0,3.0,11.0,33.0,10.531
3.000,30.0,1.0,Foxton,30.0,F,0.000,0.000,0.000,67.0,52032.0,S,4.0,12.0,24.0,0.0,0.0,2.0,1.0,8.0,23.0,10.222
2.000,40.0,16.0,Ravensville,40.0,M,0.000,0.000,0.000,71.0,52028.0,S,7.0,23.0,36.0,0.0,0.0,2.0,2.0,9.0,18.0,8.874
3.000,36.0,9.0,Ravensville,36.0,F,0.000,0.000,0.000,46.0,51955.0,U,5.0,23.0,24.0,4.0,0.0,0.0,0.0,13.0,40.0,0.0
3.000,40.0,12.0,Princeton,40.0,M,0.000,0.000,0.000,55.0,51985.0,S,2.0,-2.0,0.0,2.0,0.0,1.0,0.0,6.0,38.0,0.0
2.000,40.0,12.0,Princeton,40.0,M,0.000,0.000,0.000,55.0,51985.0,S,2.0,-2.0,0.0,2.0,0.0,1.0,0.0,6.0,38.0,0.0
2.000,42.0,15.0,Kingsville,42.0,F,0.000,0.000,0.000,72.0,52137.0,S,7.0,5.0,12.0,0.0,3.0,0.0,0.0,8.0,18.0,0.0
2.000,14.0,0.0,Catburg,14.0,F,0.000,0.000,0.000,56.0,52202.0,S,7.0,-4.0,0.0,2.0,2.0,0.0,0.0,13.0,29.0,0.0
3.000,14.0,0.0,Catburg,14.0,F,0.000,0.000,0.000,56.0,52202.0,S,7.0,-4.0,0.0,2.0,2.0,0.0,0.0,13.0,29.0,0.0
2.000,35.0,8.0,Ravensville,35.0,F,0.000,0.000,0.000,61.0,52170.0,M,3.0,-4.0,0.0,1.0,0.0,0.0,0.0,15.0,22.0,0.0
2.000,50.0,18.0,Ravensville,50.0,M,0.000,0.000,0.000,59.0,52227.0,M,5.0,-5.0,0.0,2.0,1.0,0.0,0.0,10.0,30.0,0.0
1.000,40.0,8.0,Princeton,40.0,M,0.000,0.000,0.000,67.0,52154.0,M,6.0,40.0,48.0,0.0,1.0,2.0,1.0,9.0,22.0,7.616
2.000,56.0,28.0,Ravensville,56.0,M,0.000,0.000,0.000,45.0,52190.0,U,3.0,9.0,12.0,4.0,0.0,0.0,0.0,7.0,47.0,0.0
2.000,52.0,25.0,Queensbury,52.0,M,0.000,0.000,0.000,39.0,52170.0,M,3.0,16.0,24.0,5.0,2.0,0.0,0.0,17.0,43.0,0.0
3.000,52.0,25.0,Queensbury,52.0,M,0.000,0.000,0.000,39.0,52170.0,M,3.0,16.0,24.0,5.0,2.0,0.0,0.0,17.0,43.0,0.0
2.000,46.0,12.0,Ravensville,46.0,M,0.000,0.000,0.000,52.0,52192.0,S,2.0,11.0,12.0,3.0,0.0,4.0,10.0,10.0,36.0,17.719
2.000,50.0,21.0,Princeton,50.0,M,0.000,0.000,1.000,63.0,52181.0,U,4.0,5.0,12.0,1.0,3.0,6.0,3.0,12.0,24.0,11.528
2.000,40.0,11.0,Princeton,40.0,M,0.000,0.000,0.000,44.0,52222.0,M,2.0,10.0,12.0,4.0,1.0,0.0,0.0,16.0,39.0,0.0
3.000,40.0,11.0,Princeton,40.0,M,0.000,0.000,0.000,44.0,52222.0,M,2.0,10.0,12.0,4.0,1.0,0.0,0.0,16.0,39.0,0.0
2.000,33.0,6.0,Princeton,33.0,M,0.000,0.000,0.000,48.0,52215.0,U,6.0,11.0,24.0,3.0,1.0,0.0,0.0,12.0,38.0,0.0
2.000,42.0,12.0,Princeton,42.0,M,0.000,0.000,0.000,65.0,52213.0,U,3.0,35.0,36.0,1.0,4.0,0.0,0.0,12.0,22.0,0.0
3.000,42.0,12.0,Princeton,42.0,M,0.000,0.000,0.000,65.0,52213.0,U,3.0,35.0,36.0,1.0,4.0,0.0,0.0,12.0,22.0,0.0
2.000,40.0,12.0,Foxton,40.0,M,0.000,0.000,0.000,55.0,52196.0,M,3.0,-2.0,0.0,2.0,0.0,5.0,0.0,10.0,34.0,0.0
3.000,38.0,6.0,Foxton,38.0,M,0.000,0.000,0.000,43.0,52232.0,M,3.0,14.0,24.0,4.0,1.0,3.0,1.0,16.0,39.0,8.059
2.000,38.0,6.0,Foxton,38.0,M,0.000,0.000,0.000,43.0,52232.0,M,3.0,14.0,24.0,4.0,1.0,3.0,1.0,16.0,39.0,8.059
2.000,45.0,18.0,Princeton,45.0,M,0.000,0.000,0.000,65.0,52194.0,S,5.0,25.0,36.0,0.0,0.0,3.0,2.0,5.0,29.0,9.848
2.000,58.0,29.0,Princeton,58.0,F,0.000,0.000,0.000,43.0,52181.0,S,6.0,5.0,12.0,4.0,0.0,0.0,0.0,16.0,39.0,0.0
2.000,34.0,4.0,Foxton,34.0,F,0.000,0.000,0.000,43.0,52181.0,M,7.0,26.0,36.0,4.0,1.0,0.0,0.0,16.0,39.0,0.0
4.000,46.0,13.0,Queensbury,46.0,M,0.000,0.000,0.000,63.0,52228.0,M,6.0,29.0,36.0,1.0,5.0,1.0,1.0,5.0,31.0,8.302
3.000,46.0,13.0,Queensbury,46.0,M,0.000,0.000,0.000,63.0,52228.0,M,6.0,29.0,36.0,1.0,5.0,1.0,1.0,5.0,31.0,8.302
2.000,38.0,13.0,Ravensville,38.0,F,0.000,0.000,0.000,59.0,52246.0,M,3.0,-5.0,0.0,2.0,2.0,1.0,0.0,13.0,27.0,0.0
2.000,50.0,21.0,Catburg,50.0,F,0.000,0.000,0.000,64.0,52236.0,S,1.0,-2.0,0.0,1.0,0.0,1.0,0.0,9.0,26.0,0.0
2.000,78.0,44.0,Queensbury,78.0,F,0.000,1.000,0.000,68.0,52222.0,M,5.0,29.0,36.0,0.0,1.0,0.0,0.0,13.0,17.0,0.0
1.000,48.0,18.0,Princeton,48.0,M,0.000,0.000,0.000,69.0,52215.0,S,3.0,12.0,24.0,0.0,1.0,2.0,1.0,6.0,24.0,8.097
3.000,29.0,2.0,Queensbury,29.0,M,0.000,0.000,0.000,44.0,52184.0,M,3.0,16.0,24.0,4.0,0.0,0.0,0.0,19.0,35.0,0.0
2.000,29.0,2.0,Queensbury,29.0,M,0.000,0.000,0.000,44.0,52184.0,M,3.0,16.0,24.0,4.0,0.0,0.0,0.0,19.0,35.0,0.0
2.000,59.0,26.0,Kingsville,59.0,M,0.000,0.000,0.000,61.0,52175.0,M,5.0,8.0,12.0,1.0,1.0,0.0,0.0,9.0,29.0,0.0
3.000,38.0,7.0,Queensbury,38.0,M,0.000,0.000,0.000,53.0,52243.0,M,4.0,34.0,36.0,2.0,1.0,3.0,2.0,8.0,37.0,8.731
2.000,38.0,7.0,Queensbury,38.0,M,0.000,0.000,0.000,53.0,52243.0,M,4.0,34.0,36.0,2.0,1.0,3.0,2.0,8.0,37.0,8.731
2.000,37.0,3.0,Kingsville,37.0,F,0.000,0.000,0.000,58.0,52247.0,S,7.0,10.0,12.0,2.0,1.0,0.0,0.0,8.0,33.0,0.0
2.000,60.0,34.0,Catburg,60.0,M,0.000,0.000,0.000,60.0,52247.0,U,1.0,17.0,24.0,1.0,1.0,3.0,2.0,13.0,25.0,11.318
2.000,48.0,17.0,Kingsville,48.0,F,0.000,0.000,0.000,67.0,52234.0,U,4.0,12.0,24.0,0.0,0.0,6.0,13.0,11.0,21.0,20.737
4.000,48.0,17.0,Kingsville,48.0,F,0.000,0.000,0.000,67.0,52234.0,U,4.0,12.0,24.0,0.0,0.0,6.0,13.0,11.0,21.0,20.737
2.000,36.0,10.0,Foxton,36.0,M,0.000,0.000,0.000,55.0,52224.0,U,7.0,-1.0,0.0,2.0,2.0,0.0,0.0,8.0,35.0,0.0
3.000,36.0,10.0,Foxton,36.0,M,0.000,0.000,0.000,55.0,52224.0,U,7.0,-1.0,0.0,2.0,2.0,0.0,0.0,8.0,35.0,0.0
2.000,40.0,10.0,Catburg,40.0,F,0.000,0.000,0.000,67.0,52171.0,M,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0
3.000,44.0,13.0,Kingsville,44.0,F,0.000,0.000,0.000,51.0,52250.0,S,5.0,-4.0,0.0,3.0,2.0,1.0,0.0,5.0,43.0,0.0
2.000,44.0,13.0,Kingsville,44.0,F,0.000,0.000,0.000,51.0,52250.0,S,5.0,-4.0,0.0,3.0,2.0,1.0,0.0,5.0,43.0,0.0
2.000,53.0,26.0,Foxton,53.0,M,0.000,0.000,0.000,37.0,52245.0,S,1.0,5.0,12.0,5.0,3.0,2.0,23.0,16.0,45.0,29.777
2.000,48.0,15.0,Foxton,48.0,F,0.000,0.000,0.000,63.0,52155.0,S,4.0,41.0,48.0,1.0,0.0,0.0,0.0,9.0,27.0,0.0
3.000,42.0,16.0,Kingsville,42.0,M,0.000,0.000,0.000,60.0,52245.0,M,7.0,8.0,12.0,1.0,0.0,0.0,0.0,15.0,23.0,0.0
2.000,42.0,16.0,Kingsville,42.0,M,0.000,0.000,0.000,60.0,52245.0,M,7.0,8.0,12.0,1.0,0.0,0.0,0.0,15.0,23.0,0.0
2.000,41.0,7.0,Princeton,41.0,F,0.000,1.000,0.000,48.0,52282.0,U,3.0,40.0,48.0,3.0,2.0,1.0,15.0,9.0,41.0,21.961
1.000,41.0,7.0,Princeton,41.0,F,0.000,1.000,0.000,48.0,52282.0,U,3.0,40.0,48.0,3.0,2.0,1.0,15.0,9.0,41.0,21.961
2.000,23.0,0.0,Queensbury,23.0,F,0.000,0.000,0.000,48.0,52282.0,S,3.0,20.0,24.0,3.0,1.0,0.0,0.0,9.0,41.0,0.0
2.000,35.0,4.0,Foxton,35.0,F,0.000,0.000,0.000,46.0,52292.0,U,5.0,27.0,36.0,3.0,0.0,3.0,18.0,8.0,44.0,24.836
3.000,35.0,4.0,Foxton,35.0,F,0.000,0.000,0.000,46.0,52292.0,U,5.0,27.0,36.0,3.0,0.0,3.0,18.0,8.0,44.0,24.836
2.000,72.0,43.0,Catburg,72.0,M,0.000,0.000,0.000,27.0,52302.0,S,6.0,18.0,24.0,7.0,0.0,0.0,0.0,13.0,58.0,0.0
2.000,45.0,15.0,Kingsville,45.0,F,0.000,0.000,0.000,51.0,52280.0,M,5.0,29.0,36.0,3.0,3.0,0.0,0.0,8.0,40.0,0.0
2.000,31.0,1.0,Ravensville,31.0,F,0.000,0.000,0.000,28.0,52327.0,S,2.0,35.0,48.0,7.0,1.0,1.0,1.0,17.0,54.0,9.846
3.000,31.0,1.0,Ravensville,31.0,F,0.000,0.000,0.000,28.0,52327.0,S,2.0,35.0,48.0,7.0,1.0,1.0,1.0,17.0,54.0,9.846
2.000,27.0,0.0,Princeton,27.0,F,0.000,0.000,0.000,58.0,52301.0,S,7.0,-4.0,0.0,2.0,1.0,0.0,0.0,12.0,29.0,0.0
3.000,27.0,0.0,Princeton,27.0,F,0.000,0.000,0.000,58.0,52301.0,S,7.0,-4.0,0.0,2.0,1.0,0.0,0.0,12.0,29.0,0.0
2.000,45.0,15.0,Queensbury,45.0,M,0.000,0.000,0.000,58.0,52316.0,S,6.0,21.0,24.0,2.0,0.0,0.0,15.0,8.0,33.0,22.791
4.000,26.0,0.0,Kingsville,26.0,M,0.000,0.000,0.000,67.0,52336.0,S,6.0,11.0,24.0,0.0,0.0,2.0,1.0,8.0,23.0,11.432
2.000,32.0,3.0,Catburg,32.0,M,0.000,0.000,0.000,54.0,52326.0,S,7.0,6.0,12.0,2.0,0.0,0.0,0.0,15.0,30.0,0.0
2.000,65.0,37.0,Princeton,65.0,F,0.000,0.000,0.000,50.0,52311.0,U,1.0,-6.0,0.0,3.0,4.0,0.0,0.0,18.0,30.0,0.0
2.000,37.0,7.0,Ravensville,37.0,F,0.000,0.000,0.000,55.0,52259.0,M,6.0,-7.0,0.0,2.0,0.0,0.0,0.0,16.0,27.0,0.0
3.000,37.0,12.0,Catburg,37.0,F,0.000,0.000,0.000,58.0,52259.0,U,3.0,15.0,24.0,2.0,1.0,0.0,0.0,9.0,32.0,0.0
2.000,63.0,33.0,Kingsville,63.0,M,0.000,0.000,0.000,55.0,52292.0,S,3.0,35.0,36.0,2.0,0.0,4.0,2.0,10.0,33.0,10.278
2.000,55.0,25.0,Princeton,55.0,M,0.000,0.000,0.000,51.0,52252.0,U,5.0,20.0,24.0,2.0,0.0,0.0,14.0,10.0,37.0,21.298
1.000,33.0,4.0,Foxton,33.0,M,0.000,0.000,0.000,44.0,52415.0,M,5.0,22.0,24.0,4.0,2.0,3.0,2.0,17.0,38.0,12.235
2.000,40.0,15.0,Princeton,40.0,F,0.000,0.000,0.000,65.0,52351.0,S,2.0,5.0,12.0,1.0,0.0,0.0,0.0,13.0,21.0,0.0
3.000,40.0,15.0,Princeton,40.0,F,0.000,0.000,0.000,65.0,52351.0,S,2.0,5.0,12.0,1.0,0.0,0.0,0.0,13.0,21.0,0.0
3.000,36.0,7.0,Catburg,36.0,M,0.000,0.000,0.000,62.0,52378.0,M,4.0,20.0,24.0,1.0,2.0,0.0,0.0,17.0,20.0,0.0
2.000,43.0,12.0,Foxton,43.0,M,0.000,0.000,0.000,48.0,52382.0,S,6.0,14.0,24.0,3.0,0.0,0.0,0.0,16.0,34.0,0.0
2.000,49.0,19.0,Kingsville,49.0,F,0.000,0.000,0.000,64.0,52435.0,S,3.0,-6.0,0.0,1.0,0.0,0.0,0.0,12.0,23.0,0.0
2.000,26.0,0.0,Kingsville,26.0,M,0.000,0.000,0.000,37.0,52374.0,S,5.0,16.0,24.0,5.0,2.0,0.0,0.0,13.0,49.0,0.0
2.000,67.0,40.0,Ravensville,67.0,M,0.000,0.000,0.000,49.0,52378.0,S,5.0,15.0,24.0,3.0,1.0,4.0,2.0,10.0,39.0,9.246
2.000,25.0,0.0,Princeton,25.0,F,0.000,0.000,0.000,56.0,52393.0,S,3.0,27.0,36.0,2.0,1.0,4.0,1.0,8.0,34.0,11.926
2.000,21.0,0.0,Catburg,21.0,F,0.000,0.000,0.000,59.0,52372.0,S,7.0,12.0,24.0,1.0,1.0,5.0,3.0,8.0,31.0,10.786
3.000,21.0,0.0,Catburg,21.0,F,0.000,0.000,0.000,59.0,52372.0,S,7.0,12.0,24.0,1.0,1.0,5.0,3.0,8.0,31.0,10.786
2.000,48.0,24.0,Ravensville,48.0,F,0.000,0.000,0.000,59.0,52423.0,U,6.0,30.0,36.0,2.0,0.0,0.0,0.0,12.0,28.0,0.0
2.000,23.0,0.0,Foxton,23.0,F,0.000,0.000,0.000,51.0,52380.0,S,2.0,30.0,36.0,3.0,0.0,0.0,0.0,10.0,38.0,0.0
1.000,55.0,26.0,Kingsville,55.0,M,0.000,0.000,0.000,49.0,52364.0,M,6.0,12.0,24.0,3.0,1.0,4.0,3.0,17.0,32.0,9.919
3.000,32.0,6.0,Foxton,32.0,M,0.000,0.000,0.000,47.0,52402.0,S,7.0,41.0,48.0,4.0,0.0,1.0,3.0,10.0,42.0,10.165
4.000,32.0,6.0,Foxton,32.0,M,0.000,0.000,0.000,47.0,52402.0,S,7.0,41.0,48.0,4.0,0.0,1.0,3.0,10.0,42.0,10.165
1.000,23.0,0.0,Ravensville,23.0,M,0.000,0.000,0.000,36.0,52375.0,S,2.0,22.0,24.0,5.0,0.0,1.0,1.0,20.0,42.0,7.65
3.000,35.0,6.0,Catburg,35.0,M,0.000,0.000,0.000,60.0,52365.0,M,4.0,35.0,36.0,1.0,2.0,0.0,0.0,10.0,29.0,0.0
2.000,35.0,6.0,Catburg,35.0,M,0.000,0.000,0.000,60.0,52365.0,M,4.0,35.0,36.0,1.0,2.0,0.0,0.0,10.0,29.0,0.0
3.000,42.0,14.0,Queensbury,42.0,M,0.000,0.000,0.000,50.0,52408.0,S,7.0,-2.0,0.0,3.0,1.0,2.0,0.0,14.0,35.0,0.0
2.000,42.0,14.0,Queensbury,42.0,M,0.000,0.000,0.000,50.0,52408.0,S,7.0,-2.0,0.0,3.0,1.0,2.0,0.0,14.0,35.0,0.0
2.000,15.0,0.0,Princeton,15.0,M,0.000,0.000,0.000,43.0,52418.0,S,2.0,11.0,24.0,4.0,1.0,0.0,0.0,14.0,41.0,0.0
1.000,21.0,0.0,Foxton,21.0,M,0.000,0.000,0.000,56.0,52361.0,S,4.0,12.0,24.0,2.0,0.0,4.0,2.0,13.0,30.0,11.048
3.000,21.0,0.0,Foxton,21.0,M,0.000,0.000,0.000,56.0,52361.0,S,4.0,12.0,24.0,2.0,0.0,4.0,2.0,13.0,30.0,11.048
2.000,38.0,6.0,Kingsville,38.0,M,0.000,0.000,0.000,65.0,52442.0,S,2.0,41.0,48.0,1.0,0.0,0.0,0.0,5.0,29.0,0.0
2.000,50.0,23.0,Catburg,50.0,M,0.000,0.000,0.000,61.0,52380.0,S,6.0,41.0,48.0,1.0,0.0,0.0,0.0,11.0,27.0,0.0
3.000,20.0,0.0,Foxton,20.0,F,0.000,0.000,0.000,52.0,52409.0,S,4.0,32.0,36.0,3.0,7.0,0.0,0.0,10.0,37.0,0.0
2.000,20.0,0.0,Foxton,20.0,F,0.000,0.000,0.000,52.0,52409.0,S,4.0,32.0,36.0,3.0,7.0,0.0,0.0,10.0,37.0,0.0
3.000,41.0,11.0,Ravensville,41.0,M,0.000,0.000,0.000,60.0,52442.0,M,4.0,21.0,24.0,1.0,1.0,0.0,0.0,10.0,29.0,0.0
2.000,41.0,11.0,Ravensville,41.0,M,0.000,0.000,0.000,60.0,52442.0,M,4.0,21.0,24.0,1.0,1.0,0.0,0.0,10.0,29.0,0.0
2.000,47.0,19.0,Queensbury,47.0,M,0.000,0.000,0.000,60.0,52437.0,M,5.0,-6.0,0.0,1.0,1.0,0.0,0.0,7.0,32.0,0.0
2.000,35.0,4.0,Ravensville,35.0,F,0.000,0.000,0.000,52.0,52446.0,S,3.0,-3.0,0.0,3.0,1.0,1.0,0.0,15.0,31.0,0.0
2.000,32.0,4.0,Catburg,32.0,F,0.000,0.000,0.000,49.0,52411.0,M,3.0,37.0,48.0,3.0,1.0,1.0,1.0,14.0,35.0,9.684
4.000,30.0,4.0,Ravensville,30.0,F,0.000,0.000,0.000,42.0,52360.0,U,6.0,29.0,36.0,5.0,0.0,5.0,1.0,12.0,45.0,10.726
2.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,66.0,52377.0,S,5.0,19.0,24.0,0.0,0.0,4.0,3.0,8.0,25.0,11.07
3.000,19.0,0.0,Ravensville,19.0,M,0.000,0.000,0.000,44.0,52439.0,S,7.0,26.0,36.0,4.0,1.0,3.0,1.0,10.0,45.0,7.512
2.000,19.0,0.0,Ravensville,19.0,M,0.000,0.000,0.000,44.0,52439.0,S,7.0,26.0,36.0,4.0,1.0,3.0,1.0,10.0,45.0,7.512
2.000,47.0,18.0,Foxton,47.0,M,0.000,0.000,0.000,52.0,52418.0,S,5.0,13.0,24.0,3.0,1.0,3.0,2.0,12.0,35.0,8.916
2.000,28.0,1.0,Foxton,28.0,M,0.000,1.000,0.000,49.0,52396.0,M,6.0,19.0,24.0,3.0,1.0,3.0,1.0,9.0,41.0,7.486
1.000,48.0,23.0,Ravensville,48.0,M,0.000,0.000,0.000,53.0,52495.0,S,1.0,29.0,36.0,2.0,2.0,3.0,4.0,17.0,28.0,10.867
3.000,48.0,23.0,Ravensville,48.0,M,0.000,0.000,0.000,53.0,52495.0,S,1.0,29.0,36.0,2.0,2.0,3.0,4.0,17.0,28.0,10.867
4.000,37.0,10.0,Kingsville,37.0,F,0.000,0.000,0.000,53.0,52541.0,M,3.0,21.0,24.0,3.0,1.0,2.0,1.0,6.0,39.0,8.282
3.000,41.0,10.0,Catburg,41.0,F,0.000,0.000,0.000,45.0,52534.0,S,4.0,7.0,12.0,4.0,7.0,4.0,2.0,24.0,30.0,8.919
2.000,41.0,10.0,Catburg,41.0,F,0.000,0.000,0.000,45.0,52534.0,S,4.0,7.0,12.0,4.0,7.0,4.0,2.0,24.0,30.0,8.919
3.000,32.0,0.0,Foxton,32.0,M,0.000,0.000,0.000,56.0,52532.0,S,3.0,5.0,12.0,2.0,0.0,2.0,1.0,7.0,36.0,11.871
2.000,32.0,0.0,Foxton,32.0,M,0.000,0.000,0.000,56.0,52532.0,S,3.0,5.0,12.0,2.0,0.0,2.0,1.0,7.0,36.0,11.871
1.000,40.0,15.0,Queensbury,40.0,F,0.000,0.000,0.000,56.0,52509.0,S,4.0,40.0,48.0,2.0,1.0,4.0,3.0,11.0,31.0,9.964
2.000,43.0,17.0,Princeton,43.0,F,0.000,0.000,0.000,53.0,52547.0,M,4.0,40.0,48.0,3.0,2.0,2.0,1.0,16.0,29.0,10.216
1.000,43.0,17.0,Princeton,43.0,F,0.000,0.000,0.000,53.0,52547.0,M,4.0,40.0,48.0,3.0,2.0,2.0,1.0,16.0,29.0,10.216
3.000,39.0,7.0,Catburg,39.0,F,0.000,0.000,0.000,59.0,52526.0,S,6.0,28.0,36.0,1.0,3.0,0.0,0.0,17.0,23.0,0.0
2.000,39.0,7.0,Catburg,39.0,F,0.000,0.000,0.000,59.0,52526.0,S,6.0,28.0,36.0,1.0,3.0,0.0,0.0,17.0,23.0,0.0
3.000,28.0,0.0,Queensbury,28.0,M,0.000,0.000,0.000,49.0,52527.0,S,2.0,37.0,48.0,3.0,1.0,2.0,1.0,11.0,39.0,11.122
3.000,63.0,34.0,Kingsville,63.0,F,0.000,0.000,0.000,50.0,52510.0,U,4.0,13.0,24.0,3.0,1.0,0.0,0.0,12.0,37.0,0.0
2.000,63.0,34.0,Kingsville,63.0,F,0.000,0.000,0.000,50.0,52510.0,U,4.0,13.0,24.0,3.0,1.0,0.0,0.0,12.0,37.0,0.0
2.000,74.0,50.0,Ravensville,74.0,M,0.000,0.000,0.000,40.0,52475.0,S,2.0,33.0,36.0,5.0,0.0,4.0,1.0,15.0,43.0,13.172
3.000,74.0,50.0,Ravensville,74.0,M,0.000,0.000,0.000,40.0,52475.0,S,2.0,33.0,36.0,5.0,0.0,4.0,1.0,15.0,43.0,13.172
2.000,45.0,21.0,Princeton,45.0,F,0.000,0.000,0.000,56.0,52494.0,M,5.0,0.0,12.0,2.0,1.0,0.0,0.0,14.0,28.0,0.0
