Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
41,Non-Travel,Research & Development,2,Master,Other,Medium,Intermediate,Healthcare Representative,Single,2,Yes,High,Low,No,10,High,8,7,full_time,High,non-minority,Female,YES
35,Travel_Rarely,Sales,1,Bachelor,Medical,High,Intermediate,Sales Executive,Single,1,No,High,Outstanding,No,5,High,5,4,full_time,Average,non-minority,Female,YES
34,Travel_Rarely,Sales,21,Master,Life Sciences,Very High,Intermediate,Sales Executive,Single,1,No,Outstanding,Outstanding,No,10,High,10,7,full_time,Average,non-minority,Male,YES
37,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,High,Experienced,Manufacturing Director,Single,4,No,Outstanding,Outstanding,No,12,High,6,5,full_time,High,non-minority,Female,YES
52,Travel_Rarely,Research & Development,6,College,Technical Degree,High,Intermediate,Research Scientist,Divorced,3,Yes,Low,Average,No,18,High,10,9,contract,Average,minority,Male,YES
24,Travel_Rarely,Research & Development,23,Bachelor,Medical,Very High,Entry Level,Research Scientist,Married,1,Yes,Outstanding,Average,No,6,High,6,5,full_time,Low,non-minority,Male,YES
26,Travel_Rarely,Sales,28,College,Marketing,High,Intermediate,Sales Executive,Married,1,No,Average,Outstanding,No,6,Medium,5,3,contract,High,non-minority,Male,YES
25,Travel_Rarely,Sales,13,Below College,Medical,High,Entry Level,Sales Representative,Married,1,No,High,High,No,7,Low,7,4,full_time,Low,minority,Male,YES
24,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Married,1,Yes,High,Outstanding,Yes,6,High,6,3,contract,Average,non-minority,Female,YES
30,Travel_Frequently,Sales,12,Master,Life Sciences,Medium,Entry Level,Sales Representative,Married,1,No,Low,High,Yes,1,Medium,1,0,full_time,High,non-minority,Male,YES
34,Travel_Rarely,Research & Development,1,College,Life Sciences,Medium,Entry Level,Research Scientist,Married,1,Yes,Outstanding,Outstanding,Yes,6,High,6,5,full_time,Average,minority,Male,YES
20,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Single,1,No,Average,Outstanding,No,1,Low,1,0,full_time,Average,non-minority,Female,YES
42,Travel_Rarely,Research & Development,2,Master,Life Sciences,High,Intermediate,Healthcare Representative,Married,1,No,Outstanding,Average,No,10,High,10,2,full_time,Average,non-minority,Female,YES
43,Travel_Frequently,Research & Development,9,Doctorate,Medical,High,Intermediate,Laboratory Technician,Divorced,3,Yes,High,Average,Yes,10,High,8,7,full_time,Average,non-minority,Male,YES
34,Travel_Rarely,Sales,14,Bachelor,Technical Degree,High,Entry Level,Sales Representative,Divorced,1,Yes,High,Outstanding,No,8,High,8,2,full_time,High,non-minority,Female,YES
27,Travel_Rarely,Sales,2,Below College,Marketing,High,Entry Level,Sales Representative,Divorced,0,No,Low,Average,Yes,5,High,4,3,full_time,Low,non-minority,Male,YES
33,Travel_Rarely,Sales,8,Master,Marketing,High,Intermediate,Sales Executive,Divorced,0,No,High,Outstanding,No,6,High,5,0,full_time,Average,non-minority,Male,YES
30,Travel_Frequently,Research & Development,3,Bachelor,Medical,High,Entry Level,Research Scientist,Divorced,1,No,High,High,Yes,1,Medium,1,0,full_time,High,non-minority,Female,YES
34,Travel_Rarely,Research & Development,1,Doctorate,Life Sciences,High,Entry Level,Research Scientist,Married,1,No,Outstanding,Outstanding,Yes,10,High,10,9,full_time,Average,non-minority,Male,YES
37,Travel_Rarely,Research & Development,3,Bachelor,Other,High,Experienced,Manufacturing Director,Married,1,No,High,High,Yes,10,Medium,10,7,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Sales,3,College,Medical,High,Intermediate,Sales Executive,Married,1,No,High,Low,Yes,6,Medium,6,0,contract,Average,non-minority,Female,YES
35,Travel_Rarely,Research & Development,6,Master,Life Sciences,Low,Intermediate,Research Scientist,Single,1,No,Outstanding,Average,No,17,High,17,11,contract,Average,non-minority,Male,YES
33,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,High,Intermediate,Healthcare Representative,Divorced,3,No,Outstanding,High,Yes,15,Medium,13,11,full_time,High,non-minority,Male,YES
54,Travel_Rarely,Human Resources,19,Master,Medical,High,Experienced,Human Resources,Married,2,No,Average,High,Yes,16,Low,9,7,full_time,Average,minority,Male,YES
20,Travel_Rarely,Research & Development,10,Below College,Medical,High,Entry Level,Research Scientist,Single,1,Yes,High,Outstanding,No,1,Medium,1,0,contract,Low,non-minority,Male,YES
35,Non-Travel,Research & Development,3,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,1,No,High,High,No,1,High,1,0,full_time,High,non-minority,Male,YES
38,Travel_Rarely,Sales,7,Master,Marketing,Medium,Intermediate,Sales Executive,Single,0,No,Outstanding,Low,No,8,Medium,7,7,full_time,High,minority,Female,YES
27,Travel_Frequently,Sales,3,Below College,Medical,Very High,Intermediate,Sales Executive,Divorced,1,Yes,Outstanding,Average,No,6,High,6,5,full_time,High,minority,Female,YES
50,Travel_Rarely,Research & Development,28,Below College,Medical,Very High,Entry Level,Laboratory Technician,Married,1,Yes,High,High,Yes,20,High,20,8,full_time,Low,non-minority,Male,YES
34,Travel_Rarely,Research & Development,9,Bachelor,Medical,Medium,Experienced,Healthcare Representative,Single,1,No,Average,Average,No,9,High,8,7,full_time,Average,non-minority,Female,YES
39,Travel_Rarely,Research & Development,2,Master,Technical Degree,Medium,Intermediate,Healthcare Representative,Single,1,No,High,Low,No,20,High,20,7,full_time,Low,minority,Female,YES
32,Travel_Rarely,Sales,10,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,1,No,Outstanding,Outstanding,No,10,Medium,10,7,full_time,Average,minority,Male,YES
38,Travel_Rarely,Research & Development,1,Master,Life Sciences,Very High,Intermediate,Healthcare Representative,Single,0,No,Outstanding,High,No,10,High,9,7,full_time,Average,minority,Female,YES
32,Travel_Rarely,Research & Development,3,College,Life Sciences,High,Experienced,Research Director,Single,3,No,Outstanding,Outstanding,No,10,Medium,7,7,full_time,Average,non-minority,Female,YES
53,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Very High,Experienced,Research Director,Married,3,No,High,High,No,32,High,5,1,full_time,High,non-minority,Male,YES
41,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,Medium,Experienced,Manager,Married,1,No,High,Average,Yes,22,High,22,7,full_time,Average,non-minority,Male,YES
28,Travel_Rarely,Research & Development,1,College,Life Sciences,Low,Entry Level,Research Scientist,Single,7,Yes,Average,Outstanding,No,10,High,7,7,full_time,Average,non-minority,Female,YES
30,Travel_Rarely,Sales,27,Doctorate,Marketing,High,Intermediate,Sales Executive,Divorced,7,No,Outstanding,Outstanding,Yes,10,Medium,8,7,full_time,High,non-minority,Male,YES
56,Travel_Rarely,Research & Development,9,Bachelor,Medical,High,Experienced,Healthcare Representative,Married,7,No,Outstanding,High,No,30,Low,10,7,full_time,Low,minority,Male,YES
45,Travel_Rarely,Sales,2,College,Technical Degree,Low,Intermediate,Sales Representative,Single,0,No,High,Low,No,9,High,8,7,full_time,Average,minority,Male,YES
47,Travel_Frequently,Sales,27,College,Life Sciences,Very High,Intermediate,Sales Executive,Single,4,Yes,High,Outstanding,No,8,Medium,5,4,full_time,Average,non-minority,Female,YES
55,Travel_Rarely,Research & Development,2,Bachelor,Medical,High,Experienced,Manager,Married,5,Yes,Low,Outstanding,Yes,24,Medium,5,2,full_time,Average,non-minority,Male,YES
36,Non-Travel,Sales,8,Master,Life Sciences,Medium,Experienced,Sales Executive,Single,1,No,Low,Average,No,10,Low,10,7,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Research & Development,27,Bachelor,Medical,High,Intermediate,Healthcare Representative,Married,4,No,High,Low,Yes,11,High,8,7,full_time,Average,non-minority,Female,YES
38,Travel_Frequently,Research & Development,2,Master,Life Sciences,Very High,Intermediate,Manufacturing Director,Single,6,Yes,Low,Outstanding,No,17,Medium,15,7,contract,Average,minority,Female,YES
34,Travel_Rarely,Research & Development,2,Master,Medical,Medium,Entry Level,Research Scientist,Single,1,No,Low,High,No,6,High,6,5,full_time,Low,non-minority,Female,YES
40,Travel_Frequently,Research & Development,2,College,Medical,Very High,Intermediate,Healthcare Representative,Married,1,No,Average,Outstanding,Yes,8,Medium,8,7,full_time,High,minority,Female,YES
42,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,High,Experienced,Manager,Divorced,1,No,Outstanding,Average,Yes,24,High,24,7,full_time,Average,minority,Male,YES
24,Non-Travel,Research & Development,9,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Divorced,1,No,Average,High,Yes,1,High,1,0,full_time,Low,non-minority,Male,YES
29,Travel_Rarely,Research & Development,1,College,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,1,Yes,Low,Outstanding,Yes,1,Low,1,0,full_time,Low,non-minority,Female,YES
33,Travel_Rarely,Research & Development,7,Bachelor,Medical,High,Experienced,Research Director,Married,0,No,High,Outstanding,No,14,High,13,9,full_time,Low,non-minority,Male,YES
47,Travel_Rarely,Research & Development,2,College,Other,High,Experienced,Manager,Married,1,Yes,Outstanding,High,Yes,26,High,26,14,full_time,Low,minority,Female,YES
36,Travel_Rarely,Research & Development,1,Bachelor,Other,High,Intermediate,Manufacturing Director,Married,0,No,Average,Low,Yes,10,Medium,9,7,full_time,Average,minority,Female,YES
36,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,High,Entry Level,Human Resources,Married,4,No,Average,Average,Yes,8,Medium,5,2,full_time,Average,non-minority,Male,YES
34,Travel_Frequently,Research & Development,16,Master,Life Sciences,Medium,Entry Level,Research Scientist,Single,1,No,Outstanding,High,No,6,High,5,2,full_time,Average,non-minority,Female,YES
49,Travel_Rarely,Sales,11,Bachelor,Marketing,High,Experienced,Sales Executive,Married,1,No,Outstanding,Low,No,9,High,9,8,contract,High,non-minority,Female,YES
27,Travel_Rarely,Research & Development,5,Below College,Technical Degree,Medium,Experienced,Research Director,Divorced,1,Yes,Outstanding,Average,Yes,9,High,9,8,full_time,Average,non-minority,Male,YES
26,Travel_Frequently,Research & Development,5,College,Medical,Medium,Entry Level,Research Scientist,Married,1,Yes,High,Low,Yes,8,Medium,8,7,contract,Average,non-minority,Female,YES
44,Travel_Rarely,Research & Development,4,Bachelor,Medical,High,Intermediate,Healthcare Representative,Single,9,No,Average,Outstanding,No,10,Medium,5,2,full_time,Average,non-minority,Male,YES
36,Travel_Rarely,Sales,1,College,Life Sciences,High,Intermediate,Sales Executive,Married,1,Yes,Outstanding,Outstanding,Yes,18,Low,18,14,full_time,Average,non-minority,Male,YES
32,Travel_Rarely,Sales,13,Master,Life Sciences,High,Intermediate,Sales Executive,Divorced,2,No,Outstanding,High,Yes,8,High,5,2,full_time,Low,non-minority,Male,YES
53,Travel_Rarely,Sales,7,College,Marketing,Medium,Experienced,Sales Executive,Married,7,Yes,Outstanding,Outstanding,Yes,35,High,5,2,full_time,High,non-minority,Female,YES
32,Travel_Rarely,Research & Development,8,College,Medical,Very High,Intermediate,Research Scientist,Married,5,No,High,High,Yes,9,High,5,3,full_time,Average,non-minority,Female,YES
28,Travel_Rarely,Human Resources,8,College,Medical,Medium,Entry Level,Human Resources,Divorced,1,No,Outstanding,Outstanding,Yes,6,Medium,5,1,full_time,Average,non-minority,Male,YES
25,Travel_Rarely,Sales,3,Below College,Other,High,Intermediate,Sales Executive,Married,1,Yes,Low,Outstanding,No,5,High,5,3,full_time,High,non-minority,Male,YES
35,Travel_Frequently,Research & Development,25,Master,Life Sciences,High,Entry Level,Research Scientist,Divorced,1,Yes,Average,Low,Yes,10,High,10,2,full_time,High,non-minority,Female,YES
25,Travel_Rarely,Sales,4,Below College,Marketing,Medium,Intermediate,Sales Executive,Married,1,No,Low,Low,No,5,Low,5,2,full_time,Average,non-minority,Male,YES
24,Non-Travel,Research & Development,4,Below College,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,0,No,Outstanding,Outstanding,No,6,Medium,5,2,full_time,High,non-minority,Male,YES
32,Travel_Frequently,Sales,5,College,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Average,Outstanding,Yes,10,High,10,8,full_time,Average,non-minority,Male,YES
31,Travel_Rarely,Research & Development,11,Master,Life Sciences,High,Entry Level,Research Scientist,Married,3,Yes,Outstanding,Average,Yes,8,Medium,6,4,full_time,High,non-minority,Male,YES
35,Travel_Rarely,Research & Development,25,Bachelor,Technical Degree,Medium,Experienced,Manufacturing Director,Married,3,No,Average,Low,No,16,Medium,13,10,contract,Average,minority,Male,YES
53,Travel_Rarely,Research & Development,23,Master,Life Sciences,High,Experienced,Research Director,Single,6,No,Outstanding,High,No,33,Low,12,9,full_time,High,minority,Female,YES
43,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,High,Intermediate,Healthcare Representative,Married,4,No,Outstanding,Average,Yes,12,Medium,5,2,full_time,Average,non-minority,Female,YES
47,Travel_Rarely,Sales,2,College,Marketing,High,Intermediate,Sales Executive,Married,0,Yes,Outstanding,Low,Yes,8,Medium,7,6,full_time,High,minority,Female,YES
37,Non-Travel,Sales,19,College,Medical,High,Experienced,Sales Executive,Single,1,Yes,Average,Outstanding,No,10,Medium,10,0,contract,Average,non-minority,Male,YES
39,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,Medium,Intermediate,Human Resources,Married,8,No,Outstanding,High,No,13,Medium,5,4,full_time,Low,non-minority,Female,YES
33,Travel_Rarely,Human Resources,3,College,Human Resources,High,Entry Level,Human Resources,Divorced,3,Yes,Average,High,Yes,7,High,4,3,full_time,Low,non-minority,Male,YES
36,Travel_Rarely,Research & Development,14,Below College,Life Sciences,High,Intermediate,Healthcare Representative,Married,0,Yes,Outstanding,Low,Yes,17,Medium,16,8,full_time,High,non-minority,Male,YES
39,Travel_Rarely,Research & Development,6,Bachelor,Medical,High,Entry Level,Laboratory Technician,Married,7,Yes,Low,Outstanding,No,8,Medium,2,2,full_time,High,non-minority,Male,YES
42,Travel_Rarely,Sales,14,College,Medical,Medium,Intermediate,Sales Executive,Single,7,No,High,Low,No,10,Medium,5,4,contract,High,non-minority,Female,YES
33,Travel_Rarely,Research & Development,1,Master,Other,Medium,Entry Level,Research Scientist,Single,3,Yes,Low,Average,No,6,Low,3,2,full_time,Low,non-minority,Male,YES
58,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,Medium,Experienced,Healthcare Representative,Divorced,2,Yes,Average,Outstanding,Yes,24,High,6,0,full_time,Average,non-minority,Female,YES
31,Travel_Rarely,Sales,7,Master,Life Sciences,Medium,Entry Level,Sales Representative,Married,3,No,High,Average,No,13,Medium,7,7,full_time,Average,non-minority,Male,YES
31,Non-Travel,Sales,20,College,Marketing,High,Intermediate,Sales Executive,Married,1,No,High,Outstanding,Yes,9,Medium,9,8,full_time,Average,non-minority,Female,YES
36,Travel_Rarely,Research & Development,7,Master,Other,High,Entry Level,Research Scientist,Single,2,No,Outstanding,High,No,8,Medium,6,2,full_time,High,non-minority,Male,YES
26,Travel_Frequently,Sales,1,Bachelor,Medical,Medium,Intermediate,Sales Executive,Single,1,No,Low,Average,No,7,Medium,7,7,contract,Average,minority,Male,YES
41,Travel_Rarely,Research & Development,6,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,2,Yes,Low,High,No,20,High,18,13,full_time,Average,non-minority,Male,YES
36,Travel_Rarely,Research & Development,2,Master,Medical,High,Entry Level,Laboratory Technician,Single,4,No,High,High,No,16,Medium,11,8,full_time,High,minority,Male,YES
19,Travel_Rarely,Sales,21,Bachelor,Other,Medium,Entry Level,Sales Representative,Single,1,Yes,Average,Average,No,1,High,1,0,contract,Average,non-minority,Male,YES
31,Travel_Rarely,Research & Development,12,Bachelor,Medical,High,Intermediate,Healthcare Representative,Married,0,Yes,Outstanding,High,No,10,Medium,9,7,full_time,Low,non-minority,Female,YES
37,Travel_Rarely,Sales,1,Master,Life Sciences,Medium,Experienced,Sales Executive,Married,5,No,High,High,No,17,Medium,14,1,full_time,Low,non-minority,Male,YES
45,Non-Travel,Research & Development,4,College,Life Sciences,High,Intermediate,Laboratory Technician,Married,1,No,Average,Average,No,9,Medium,9,7,full_time,Average,minority,Male,YES
52,Travel_Rarely,Research & Development,1,College,Life Sciences,High,Experienced,Manager,Married,2,No,Outstanding,Average,Yes,26,Medium,9,8,contract,Average,non-minority,Male,YES
53,Travel_Rarely,Sales,2,College,Medical,High,Experienced,Manager,Divorced,6,No,High,High,Yes,22,High,17,13,contract,Average,minority,Male,YES
39,Travel_Rarely,Sales,2,Doctorate,Life Sciences,Very High,Experienced,Sales Executive,Single,0,No,High,Outstanding,No,9,High,8,7,full_time,High,non-minority,Male,YES
33,Travel_Frequently,Research & Development,1,Master,Other,Very High,Intermediate,Healthcare Representative,Married,1,Yes,Average,Low,Yes,6,Medium,6,5,full_time,Average,non-minority,Female,YES
